epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,842.34,0.97432,0.70935,0.00465,0.79329,0.68002,0.73114,0.51278,1.31227,1.24797,0.01064,0.0005075,0.0005075,0.0005075
26,876.954,1.02212,0.70468,0.00553,0.83158,0.65061,0.7313,0.52826,1.28508,1.34274,0.01022,0.000476562,0.000476562,0.000476562
27,911.152,1.01193,0.64346,0.00475,0.71367,0.75475,0.75967,0.54366,1.26605,1.26248,0.00963,0.000445625,0.000445625,0.000445625
28,945.296,0.94496,0.60162,0.00468,0.69264,0.70392,0.72304,0.52744,1.31082,1.3258,0.01021,0.000414688,0.000414688,0.000414688
29,979.446,0.94352,0.65103,0.00454,0.71121,0.65905,0.71668,0.52496,1.2906,1.26074,0.01015,0.00038375,0.00038375,0.00038375
30,1013.85,0.93247,0.63044,0.00439,0.78614,0.63475,0.71628,0.53159,1.29414,1.30183,0.01017,0.000352812,0.000352812,0.000352812
31,1048.55,0.94231,0.66574,0.00481,0.75455,0.6627,0.72008,0.5462,1.28038,1.25441,0.00973,0.000321875,0.000321875,0.000321875
32,1083.13,0.86795,0.595,0.00464,0.78485,0.67013,0.72966,0.5506,1.25221,1.23886,0.00953,0.000290937,0.000290937,0.000290937
33,1117.95,0.89467,0.61576,0.00462,0.79287,0.69841,0.74844,0.56221,1.2398,1.15242,0.00974,0.00026,0.00026,0.00026
34,1152.02,0.89559,0.59024,0.00411,0.76743,0.69127,0.74246,0.5575,1.25674,1.11718,0.00966,0.000229063,0.000229063,0.000229063
35,1185.92,0.91093,0.60683,0.00403,0.81691,0.67316,0.74255,0.55897,1.23099,1.10681,0.00937,0.000198125,0.000198125,0.000198125
36,1220.2,0.90523,0.59629,0.00426,0.76474,0.68514,0.74453,0.55678,1.23652,1.13007,0.00946,0.000167188,0.000167188,0.000167188
37,1254.53,0.91541,0.60841,0.00539,0.80356,0.67781,0.75194,0.55503,1.23938,1.15759,0.0094,0.00013625,0.00013625,0.00013625
38,1289.14,0.81137,0.52759,0.00414,0.78735,0.68439,0.74963,0.56283,1.22066,1.14294,0.0094,0.000105312,0.000105312,0.000105312
39,1323.64,0.85256,0.56867,0.00415,0.78008,0.67564,0.74773,0.56423,1.24931,1.11029,0.00949,7.4375e-05,7.4375e-05,7.4375e-05
40,1358.22,0.89219,0.57327,0.00387,0.70395,0.72671,0.74403,0.56575,1.23647,1.12487,0.00942,4.34375e-05,4.34375e-05,4.34375e-05
