epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,745.745,0.93408,0.85723,1.04615,0.74557,0.68374,0.70266,0.49915,1.43445,1.27886,1.36429,0.00102106,0.00102106,0.00102106
39,765.693,0.96758,0.87136,1.07847,0.63584,0.68012,0.68537,0.47478,1.45747,1.45267,1.39912,0.00101488,0.00101488,0.00101488
40,785.526,1.0099,0.9147,1.09232,0.68385,0.68352,0.69018,0.48974,1.45168,1.36823,1.39415,0.00100869,0.00100869,0.00100869
41,805.316,0.96482,0.86144,1.06524,0.76934,0.62497,0.68874,0.48622,1.40782,1.45603,1.37915,0.0010025,0.0010025,0.0010025
42,824.904,0.90039,0.80297,1.03127,0.76052,0.6171,0.69379,0.49506,1.36176,1.31429,1.35821,0.000996313,0.000996313,0.000996313
43,844.805,0.96638,0.86399,1.06423,0.73707,0.66553,0.70891,0.49438,1.38808,1.25605,1.37442,0.000990125,0.000990125,0.000990125
44,864.2,0.90894,0.81355,1.04114,0.70323,0.66983,0.70109,0.47962,1.41835,1.33504,1.38904,0.000983938,0.000983938,0.000983938
45,882.728,0.94428,0.85668,1.04132,0.68447,0.67459,0.69454,0.47346,1.44323,1.21639,1.41737,0.00097775,0.00097775,0.00097775
46,901.136,0.937,0.80182,1.05077,0.71158,0.6607,0.69624,0.50381,1.40603,1.23396,1.41661,0.000971562,0.000971562,0.000971562
47,919.673,0.92852,0.851,1.05913,0.73259,0.68027,0.69659,0.48637,1.40254,1.26227,1.38802,0.000965375,0.000965375,0.000965375
48,938.209,0.91184,0.80051,1.02939,0.80133,0.64832,0.70536,0.47461,1.45337,1.26388,1.40849,0.000959187,0.000959187,0.000959187
49,956.663,0.91292,0.80576,1.05083,0.71617,0.69537,0.72216,0.49847,1.35673,1.2068,1.36157,0.000953,0.000953,0.000953
50,975.009,0.97584,0.89661,1.07656,0.74085,0.64844,0.70837,0.4722,1.38918,1.40246,1.41992,0.000946812,0.000946812,0.000946812
51,993.513,0.90212,0.77449,1.05188,0.67454,0.6578,0.68941,0.4734,1.40782,1.36423,1.40446,0.000940625,0.000940625,0.000940625
52,1012.28,0.98108,0.84365,1.05604,0.63467,0.62999,0.61802,0.44041,1.49207,1.54013,1.45705,0.000934438,0.000934438,0.000934438
53,1030.92,0.87713,0.82193,1.03004,0.71955,0.68437,0.69117,0.49763,1.32355,1.18977,1.36266,0.00092825,0.00092825,0.00092825
54,1049.62,0.93539,0.80428,1.04116,0.69804,0.7136,0.71781,0.50702,1.2746,1.21796,1.33613,0.000922063,0.000922063,0.000922063
55,1068.44,0.92976,0.79137,1.05051,0.71553,0.72459,0.71177,0.49519,1.35813,1.23749,1.35919,0.000915875,0.000915875,0.000915875
56,1087.04,0.89177,0.80077,1.03979,0.78019,0.71417,0.73815,0.51149,1.33107,1.20778,1.37748,0.000909688,0.000909688,0.000909688
57,1105.72,0.93745,0.76101,1.06146,0.74516,0.70704,0.74069,0.50093,1.31661,1.201,1.32672,0.0009035,0.0009035,0.0009035
58,1124.05,0.89139,0.78848,1.04574,0.73901,0.68712,0.70839,0.49709,1.33826,1.20266,1.35713,0.000897313,0.000897313,0.000897313
59,1142.45,0.93284,0.78892,1.04392,0.81203,0.65073,0.72348,0.49936,1.37386,1.3017,1.38602,0.000891125,0.000891125,0.000891125
60,1161.25,0.88024,0.77451,1.02609,0.79336,0.60582,0.71007,0.49193,1.37636,1.46928,1.35826,0.000884938,0.000884938,0.000884938
61,1180.91,0.8564,0.78751,1.02837,0.64975,0.7276,0.67994,0.47848,1.31765,1.48566,1.33313,0.00087875,0.00087875,0.00087875
62,1200.58,0.89101,0.79284,1.03532,0.77786,0.69275,0.71779,0.51542,1.37063,1.38312,1.39351,0.000872563,0.000872563,0.000872563
63,1220.22,0.8566,0.73946,1.01905,0.72463,0.69086,0.70228,0.51555,1.28751,1.24867,1.3277,0.000866375,0.000866375,0.000866375
64,1240.01,0.88474,0.76217,1.03518,0.77585,0.71231,0.73994,0.52074,1.31279,1.19884,1.33977,0.000860188,0.000860188,0.000860188
65,1259.69,0.87462,0.74523,1.01922,0.72375,0.69502,0.71969,0.51024,1.33813,1.30399,1.32526,0.000854,0.000854,0.000854
66,1279.44,0.91119,0.78792,1.02108,0.72964,0.71315,0.7384,0.51872,1.31412,1.16921,1.32016,0.000847813,0.000847813,0.000847813
67,1299.34,0.91778,0.75897,1.02805,0.74493,0.67726,0.73865,0.51763,1.33652,1.30461,1.30105,0.000841625,0.000841625,0.000841625
68,1319.25,0.8782,0.7626,1.02458,0.69481,0.71804,0.72832,0.49793,1.42051,1.37475,1.34708,0.000835438,0.000835438,0.000835438
69,1339.15,0.83486,0.72006,1.01051,0.67876,0.71255,0.71229,0.49958,1.34724,1.24546,1.35422,0.00082925,0.00082925,0.00082925
70,1358.94,0.88184,0.73301,1.01754,0.70251,0.73479,0.71873,0.50983,1.35232,1.24465,1.35855,0.000823063,0.000823063,0.000823063
71,1378.75,0.8435,0.72417,1.00313,0.73792,0.71498,0.74373,0.51546,1.36192,1.20597,1.38159,0.000816875,0.000816875,0.000816875
72,1398.47,0.83332,0.69897,0.98598,0.74945,0.71481,0.74199,0.51517,1.33103,1.14875,1.33037,0.000810688,0.000810688,0.000810688
73,1418.29,0.88049,0.74713,1.02203,0.72116,0.69951,0.73132,0.50733,1.36708,1.25228,1.35108,0.0008045,0.0008045,0.0008045
74,1438.26,0.85884,0.70961,1.01894,0.69961,0.73495,0.7164,0.50813,1.31097,1.24753,1.33999,0.000798313,0.000798313,0.000798313
75,1458.1,0.86496,0.72063,1.01203,0.78872,0.7217,0.74384,0.51969,1.30805,1.28508,1.34283,0.000792125,0.000792125,0.000792125
76,1477.88,0.84645,0.71386,1.02375,0.7511,0.71096,0.73429,0.52245,1.35101,1.13808,1.39692,0.000785938,0.000785938,0.000785938
77,1497.54,0.86454,0.71499,1.01525,0.6783,0.73827,0.72414,0.5172,1.32652,1.27988,1.34078,0.00077975,0.00077975,0.00077975
78,1517.15,0.8419,0.71031,1.01735,0.69292,0.70094,0.71994,0.50825,1.31981,1.16977,1.3599,0.000773563,0.000773563,0.000773563
79,1536.96,0.86153,0.70207,1.00439,0.7336,0.73045,0.72965,0.52584,1.30251,1.16483,1.35034,0.000767375,0.000767375,0.000767375
80,1556.69,0.82645,0.67783,0.98868,0.80374,0.68121,0.73342,0.51105,1.38488,1.38896,1.36208,0.000761188,0.000761188,0.000761188
81,1576.6,0.86353,0.72075,1.01591,0.66616,0.68011,0.69611,0.51608,1.33867,1.24998,1.33495,0.000755,0.000755,0.000755
82,1596.39,0.83594,0.71369,1.01183,0.65656,0.70738,0.69567,0.50344,1.4079,1.20232,1.40564,0.000748813,0.000748813,0.000748813
83,1616.28,0.83578,0.68689,1.01876,0.70683,0.71937,0.70924,0.5161,1.36023,1.1219,1.39177,0.000742625,0.000742625,0.000742625
84,1636.06,0.8714,0.71088,1.00781,0.68693,0.72183,0.70321,0.5162,1.36827,1.21457,1.37257,0.000736438,0.000736438,0.000736438
85,1656.05,0.82462,0.69315,1.00052,0.68732,0.70522,0.7293,0.52315,1.26866,1.10367,1.3229,0.00073025,0.00073025,0.00073025
86,1675.53,0.81885,0.67308,1.00013,0.70175,0.68386,0.73714,0.52565,1.26809,1.19116,1.30213,0.000724062,0.000724062,0.000724062
87,1693.89,0.823,0.66358,1.00391,0.73593,0.72055,0.74354,0.53477,1.27015,1.14466,1.285,0.000717875,0.000717875,0.000717875
88,1712.4,0.81544,0.67957,1.00455,0.76123,0.71554,0.7351,0.50444,1.34469,1.20987,1.33771,0.000711687,0.000711687,0.000711687
89,1731.09,0.81818,0.67528,1.00548,0.65733,0.67336,0.67721,0.4878,1.27328,1.25503,1.31664,0.0007055,0.0007055,0.0007055
90,1749.85,0.8089,0.65252,1.01072,0.71253,0.66529,0.69265,0.50517,1.29565,1.24828,1.30502,0.000699312,0.000699312,0.000699312
91,1768.59,0.83644,0.6692,0.99868,0.753,0.76002,0.75085,0.52489,1.3472,1.16527,1.37337,0.000693125,0.000693125,0.000693125
92,1787.34,0.81452,0.67206,0.99666,0.70717,0.733,0.70945,0.51894,1.27557,1.20273,1.31797,0.000686937,0.000686937,0.000686937
93,1805.97,0.82668,0.68834,0.99695,0.64771,0.76686,0.70833,0.51839,1.25996,1.22488,1.32552,0.00068075,0.00068075,0.00068075
94,1824.53,0.79152,0.64012,0.98739,0.75128,0.68724,0.69995,0.51338,1.26211,1.21792,1.30825,0.000674562,0.000674562,0.000674562
95,1842.89,0.80189,0.65735,0.98135,0.74497,0.70704,0.74109,0.52524,1.26438,1.13981,1.3157,0.000668375,0.000668375,0.000668375
96,1861.15,0.7981,0.65951,0.99781,0.74049,0.73215,0.74247,0.5229,1.28398,1.14581,1.32072,0.000662188,0.000662188,0.000662188
97,1879.31,0.76919,0.66289,0.96822,0.85906,0.67056,0.74176,0.52544,1.27493,1.19233,1.33826,0.000656,0.000656,0.000656
98,1897.64,0.8341,0.68434,1.00051,0.71678,0.70622,0.73057,0.51469,1.28876,1.16993,1.32521,0.000649813,0.000649813,0.000649813
99,1916.06,0.77593,0.62472,0.96018,0.75122,0.72226,0.74348,0.53607,1.21145,1.10209,1.3117,0.000643625,0.000643625,0.000643625
100,1934.46,0.78204,0.62778,0.99151,0.71392,0.75217,0.74049,0.52428,1.26509,1.16829,1.32739,0.000637437,0.000637437,0.000637437
101,1953.14,0.80721,0.63589,0.98234,0.71425,0.75223,0.75643,0.51593,1.25446,1.13756,1.34212,0.00063125,0.00063125,0.00063125
102,1971.83,0.812,0.66287,0.97344,0.71884,0.74274,0.7519,0.52887,1.29033,1.18374,1.34118,0.000625062,0.000625062,0.000625062
103,1990.48,0.77322,0.63946,0.97045,0.75266,0.72263,0.73399,0.52302,1.2856,1.17781,1.31922,0.000618875,0.000618875,0.000618875
104,2009.17,0.80163,0.64915,0.99325,0.72411,0.74163,0.74308,0.52811,1.26673,1.1412,1.32091,0.000612687,0.000612687,0.000612687
105,2027.72,0.80123,0.65559,0.99211,0.75912,0.7301,0.75045,0.52907,1.27004,1.09555,1.30821,0.0006065,0.0006065,0.0006065
106,2046.41,0.76727,0.6139,0.97678,0.71591,0.72366,0.72091,0.51844,1.36277,1.26064,1.38555,0.000600313,0.000600313,0.000600313
107,2065.08,0.79283,0.60102,0.98963,0.72671,0.74601,0.74166,0.52922,1.28436,1.11437,1.32703,0.000594125,0.000594125,0.000594125
108,2083.33,0.76582,0.60758,0.96111,0.68439,0.77472,0.73037,0.53012,1.25401,1.12216,1.328,0.000587938,0.000587938,0.000587938
109,2102.11,0.79529,0.63339,0.98572,0.66279,0.75619,0.71812,0.52625,1.25504,1.1689,1.3319,0.00058175,0.00058175,0.00058175
110,2121.66,0.73195,0.59952,0.95642,0.68011,0.75891,0.71742,0.51658,1.27484,1.23016,1.35412,0.000575563,0.000575563,0.000575563
111,2141.08,0.77992,0.62787,0.97026,0.75196,0.71339,0.72774,0.53201,1.29328,1.23364,1.32916,0.000569375,0.000569375,0.000569375
112,2160.4,0.75561,0.58918,0.95861,0.69182,0.72743,0.73309,0.52561,1.27313,1.26051,1.32402,0.000563187,0.000563187,0.000563187
113,2179.91,0.7379,0.58008,0.98437,0.78121,0.71272,0.7407,0.5397,1.26138,1.22481,1.34028,0.000557,0.000557,0.000557
114,2199.35,0.77334,0.60612,0.98007,0.75717,0.7211,0.73324,0.53603,1.281,1.23407,1.36101,0.000550813,0.000550813,0.000550813
115,2218.92,0.75702,0.59049,0.97213,0.72611,0.72072,0.72272,0.51847,1.27444,1.20298,1.34898,0.000544625,0.000544625,0.000544625
116,2238.52,0.77509,0.59249,0.97294,0.74965,0.72652,0.74507,0.53844,1.23708,1.17368,1.30791,0.000538438,0.000538438,0.000538438
117,2258.05,0.74035,0.60247,0.96667,0.7517,0.72908,0.73576,0.53557,1.27021,1.18951,1.33743,0.00053225,0.00053225,0.00053225
118,2277.56,0.76367,0.58055,0.96579,0.71092,0.73657,0.73927,0.54366,1.26321,1.16026,1.31073,0.000526063,0.000526063,0.000526063
119,2297.05,0.78703,0.61795,0.97564,0.67311,0.76502,0.72507,0.5333,1.27033,1.13235,1.35394,0.000519875,0.000519875,0.000519875
120,2316.51,0.76523,0.61497,0.97102,0.76649,0.67266,0.72683,0.52742,1.28581,1.22453,1.36814,0.000513688,0.000513688,0.000513688
121,2336.16,0.73559,0.56766,0.94722,0.81101,0.69425,0.73993,0.53638,1.26301,1.16919,1.33141,0.0005075,0.0005075,0.0005075
122,2355.57,0.76529,0.61473,0.97329,0.74423,0.75196,0.75414,0.53882,1.27144,1.17178,1.30979,0.000501313,0.000501313,0.000501313
123,2374.91,0.75155,0.57538,0.96469,0.82279,0.7487,0.76491,0.54636,1.29413,1.193,1.35794,0.000495125,0.000495125,0.000495125
124,2394.36,0.74753,0.59592,0.9849,0.71826,0.74762,0.74203,0.54672,1.26022,1.12256,1.32306,0.000488938,0.000488938,0.000488938
125,2413.75,0.72537,0.57367,0.9537,0.73382,0.7434,0.74984,0.54454,1.21605,1.18384,1.28554,0.00048275,0.00048275,0.00048275
126,2433.25,0.75437,0.60565,0.95046,0.74095,0.78167,0.7525,0.5392,1.24649,1.14332,1.30847,0.000476562,0.000476562,0.000476562
127,2452.8,0.71531,0.57388,0.95952,0.75577,0.75454,0.74988,0.53807,1.21451,1.19579,1.25338,0.000470375,0.000470375,0.000470375
128,2472.39,0.75289,0.59207,0.97042,0.77018,0.72296,0.74941,0.54597,1.22414,1.13032,1.29399,0.000464188,0.000464188,0.000464188
129,2492,0.72022,0.57599,0.9449,0.71779,0.74858,0.74202,0.53537,1.25634,1.16493,1.34029,0.000458,0.000458,0.000458
130,2511.34,0.70885,0.54493,0.95805,0.76184,0.72548,0.73982,0.54306,1.24331,1.15879,1.3161,0.000451813,0.000451813,0.000451813
131,2530.86,0.70045,0.55323,0.94832,0.79111,0.71916,0.7367,0.53914,1.22574,1.172,1.27422,0.000445625,0.000445625,0.000445625
132,2550.4,0.72075,0.55392,0.95291,0.76861,0.77462,0.74851,0.54234,1.26063,1.15835,1.31354,0.000439437,0.000439437,0.000439437
133,2569.78,0.74355,0.56044,0.94493,0.85807,0.70933,0.77232,0.54785,1.22414,1.20969,1.29764,0.00043325,0.00043325,0.00043325
134,2589.36,0.71684,0.57105,0.9553,0.77812,0.71936,0.75343,0.54352,1.23105,1.16841,1.2978,0.000427062,0.000427062,0.000427062
135,2608.82,0.70528,0.55813,0.9514,0.77778,0.73582,0.74021,0.53092,1.26373,1.20238,1.32044,0.000420875,0.000420875,0.000420875
136,2628.34,0.72226,0.57427,0.94637,0.77973,0.75357,0.74407,0.53343,1.28808,1.18016,1.34768,0.000414688,0.000414688,0.000414688
137,2647.77,0.69847,0.54557,0.94374,0.73239,0.7394,0.74486,0.55161,1.26917,1.17683,1.34175,0.0004085,0.0004085,0.0004085
138,2667.4,0.7035,0.5256,0.94342,0.76966,0.72492,0.7467,0.55364,1.26082,1.0599,1.34709,0.000402312,0.000402312,0.000402312
139,2687.1,0.7114,0.5676,0.96466,0.78466,0.73462,0.75475,0.55134,1.25273,1.10972,1.3402,0.000396125,0.000396125,0.000396125
140,2706.7,0.73121,0.57789,0.94961,0.79753,0.75285,0.76687,0.55649,1.26852,1.12197,1.32791,0.000389938,0.000389938,0.000389938
141,2726.21,0.68527,0.5395,0.94428,0.78482,0.76727,0.75994,0.55476,1.2588,1.16608,1.32998,0.00038375,0.00038375,0.00038375
142,2745.78,0.68576,0.53433,0.93335,0.79056,0.74877,0.75835,0.55318,1.31076,1.14507,1.39061,0.000377563,0.000377563,0.000377563
143,2765.2,0.67771,0.53075,0.94141,0.79114,0.73924,0.76529,0.54744,1.2783,1.12321,1.33632,0.000371375,0.000371375,0.000371375
144,2784.59,0.67562,0.52261,0.93163,0.78458,0.73057,0.7654,0.55457,1.27358,1.18951,1.32761,0.000365188,0.000365188,0.000365188
145,2804.13,0.70126,0.55472,0.946,0.79383,0.71568,0.74754,0.54762,1.26587,1.21359,1.31862,0.000359,0.000359,0.000359
146,2823.57,0.64334,0.49038,0.92576,0.74577,0.7779,0.76121,0.55169,1.21755,1.22078,1.29067,0.000352812,0.000352812,0.000352812
147,2843.04,0.69593,0.53879,0.94573,0.75861,0.75457,0.75166,0.54739,1.23686,1.2554,1.27452,0.000346625,0.000346625,0.000346625
148,2862.57,0.69042,0.51921,0.9389,0.74708,0.7398,0.74757,0.54837,1.25034,1.21941,1.28218,0.000340438,0.000340438,0.000340438
149,2881.94,0.66501,0.50415,0.92082,0.74783,0.74747,0.75271,0.54161,1.24988,1.21321,1.28071,0.00033425,0.00033425,0.00033425
150,2901.35,0.67122,0.5251,0.94538,0.73584,0.76136,0.75045,0.54285,1.22414,1.20041,1.26129,0.000328063,0.000328063,0.000328063
151,2920.84,0.67238,0.51754,0.92901,0.8218,0.71417,0.75156,0.55419,1.24478,1.14839,1.30147,0.000321875,0.000321875,0.000321875
152,2939.65,0.67898,0.52412,0.94242,0.81145,0.71265,0.74859,0.54304,1.26205,1.167,1.33333,0.000315687,0.000315687,0.000315687
153,2958.5,0.68336,0.50243,0.93215,0.77185,0.74298,0.73994,0.53861,1.29443,1.09059,1.36347,0.0003095,0.0003095,0.0003095
154,2977.09,0.66195,0.50965,0.93453,0.74923,0.73154,0.73319,0.53897,1.28699,1.14064,1.35405,0.000303313,0.000303313,0.000303313
155,2996.01,0.65878,0.52599,0.93919,0.81602,0.72404,0.75916,0.5498,1.28911,1.19011,1.34863,0.000297125,0.000297125,0.000297125
156,3014.71,0.70452,0.55114,0.93225,0.82773,0.71508,0.75177,0.55333,1.26557,1.17667,1.32202,0.000290937,0.000290937,0.000290937
157,3033.09,0.65621,0.5317,0.92114,0.83716,0.7243,0.75089,0.55042,1.25556,1.18464,1.32475,0.00028475,0.00028475,0.00028475
158,3051.35,0.66171,0.50102,0.93091,0.81565,0.72142,0.75173,0.55371,1.27023,1.19417,1.3716,0.000278562,0.000278562,0.000278562
159,3069.65,0.64761,0.50159,0.92996,0.75983,0.73674,0.75556,0.55177,1.25703,1.19792,1.33095,0.000272375,0.000272375,0.000272375
160,3087.92,0.67489,0.51691,0.93987,0.7433,0.74406,0.76378,0.55764,1.2344,1.15051,1.30822,0.000266187,0.000266187,0.000266187
161,3106.24,0.63741,0.50663,0.92277,0.80589,0.71568,0.7582,0.55484,1.26307,1.13227,1.34069,0.00026,0.00026,0.00026
162,3124.55,0.64916,0.4915,0.92363,0.78812,0.73066,0.75954,0.55667,1.25856,1.14543,1.35551,0.000253812,0.000253812,0.000253812
163,3142.86,0.62761,0.4853,0.90904,0.7736,0.7533,0.76074,0.54911,1.22374,1.15488,1.29747,0.000247625,0.000247625,0.000247625
164,3161.41,0.66874,0.51804,0.9302,0.79497,0.74779,0.76048,0.55824,1.21048,1.10726,1.30436,0.000241438,0.000241438,0.000241438
165,3180.02,0.67411,0.51499,0.93386,0.79754,0.74406,0.76643,0.54952,1.27536,1.07768,1.34211,0.00023525,0.00023525,0.00023525
166,3198.49,0.64753,0.49414,0.92294,0.80313,0.74035,0.76788,0.55867,1.27084,1.12217,1.31433,0.000229063,0.000229063,0.000229063
167,3217.12,0.64827,0.48849,0.93889,0.78442,0.71267,0.748,0.54299,1.28223,1.13042,1.331,0.000222875,0.000222875,0.000222875
168,3235.66,0.62052,0.47599,0.90426,0.72624,0.75271,0.75188,0.54256,1.26275,1.17253,1.31651,0.000216688,0.000216688,0.000216688
169,3254.27,0.65044,0.48938,0.9196,0.74033,0.7624,0.76245,0.55397,1.28628,1.18931,1.33361,0.0002105,0.0002105,0.0002105
170,3272.52,0.61657,0.46979,0.91946,0.78263,0.73248,0.75627,0.55903,1.29721,1.14951,1.35844,0.000204313,0.000204313,0.000204313
171,3290.73,0.61353,0.47141,0.91709,0.77191,0.74789,0.76381,0.55675,1.29005,1.1675,1.35097,0.000198125,0.000198125,0.000198125
172,3308.97,0.62953,0.46712,0.91842,0.77802,0.73002,0.75536,0.5462,1.27181,1.20426,1.34705,0.000191938,0.000191938,0.000191938
173,3327.11,0.63061,0.47426,0.91292,0.76782,0.73887,0.75251,0.56468,1.2657,1.16454,1.34465,0.00018575,0.00018575,0.00018575
174,3345.4,0.6036,0.47213,0.91095,0.77752,0.73194,0.75093,0.56013,1.30502,1.15766,1.37798,0.000179563,0.000179563,0.000179563
175,3363.66,0.57,0.44928,0.88764,0.75677,0.75525,0.75283,0.55479,1.2543,1.1946,1.3239,0.000173375,0.000173375,0.000173375
176,3382.06,0.63656,0.47916,0.92868,0.8031,0.74373,0.7656,0.56128,1.25968,1.15811,1.33701,0.000167188,0.000167188,0.000167188
177,3400.6,0.62208,0.46142,0.91298,0.80897,0.7259,0.7543,0.56377,1.23266,1.15486,1.34507,0.000161,0.000161,0.000161
178,3419.07,0.63566,0.48497,0.92543,0.83559,0.71992,0.76365,0.56824,1.22432,1.13712,1.34615,0.000154812,0.000154812,0.000154812
179,3437.6,0.61884,0.44702,0.90534,0.79653,0.75378,0.76122,0.56588,1.25366,1.15255,1.33607,0.000148625,0.000148625,0.000148625
180,3456.29,0.6024,0.4575,0.91026,0.80432,0.74773,0.75821,0.56606,1.22988,1.13341,1.33197,0.000142437,0.000142437,0.000142437
181,3474.86,0.61098,0.47123,0.90247,0.80915,0.73678,0.7575,0.56273,1.24475,1.1324,1.34848,0.00013625,0.00013625,0.00013625
182,3493.48,0.6255,0.47751,0.92154,0.76946,0.76987,0.76324,0.56968,1.23479,1.10804,1.3534,0.000130062,0.000130062,0.000130062
183,3511.77,0.59311,0.44983,0.90054,0.77035,0.76733,0.76519,0.57156,1.21689,1.09536,1.3353,0.000123875,0.000123875,0.000123875
184,3530.09,0.58953,0.4409,0.9084,0.78812,0.75674,0.75831,0.57329,1.22787,1.12392,1.34505,0.000117687,0.000117687,0.000117687
